date,price_eur_mwh
2022-12-27,126.8825
2022-12-28,77.35666666666667
2022-12-29,44.10541666666666
2022-12-30,26.03625
2022-12-31,7.348260869565217
2023-01-01,6.565416666666667
2023-01-02,104.97000000000001
2023-01-03,154.00583333333333
2023-01-04,137.24208333333334
2023-01-05,140.68458333333334
2023-01-06,131.5375
2023-01-07,147.16375
2023-01-08,133.06
2023-01-09,142.59416666666667
2023-01-10,162.51458333333332
2023-01-11,174.63958333333335
2023-01-12,173.11166666666668
2023-01-13,169.22
2023-01-14,161.23958333333334
2023-01-15,156.74375
2023-01-16,153.44458333333333
2023-01-17,174.76416666666668
2023-01-18,168.33916666666667
2023-01-19,170.6916666666667
2023-01-20,186.81916666666666
2023-01-21,159.90958333333333
2023-01-22,173.42
2023-01-23,208.9104166666667
2023-01-24,205.14125
2023-01-25,185.60833333333335
2023-01-26,175.64125
2023-01-27,176.3791666666667
2023-01-28,156.66375
2023-01-29,151.80791666666667
2023-01-30,163.41833333333332
2023-01-31,168.71041666666667
2023-02-01,161.87291666666667
2023-02-02,162.95416666666668
2023-02-03,162.20125
2023-02-04,150.32874999999999
2023-02-05,138.03458333333333
2023-02-06,177.15916666666666
2023-02-07,177.56958333333333
2023-02-08,172.00541666666666
2023-02-09,162.57291666666666
2023-02-10,161.43458333333334
2023-02-11,155.19041666666666
2023-02-12,145.72375
2023-02-13,163.71875
2023-02-14,162.46916666666667
2023-02-15,155.8675
2023-02-16,157.18125
2023-02-17,153.38458333333332
2023-02-18,138.98375000000001
2023-02-19,131.44208333333333
2023-02-20,142.495
2023-02-21,148.41833333333332
2023-02-22,150.315
2023-02-23,146.835
2023-02-24,145.24666666666667
2023-02-25,140.64583333333334
2023-02-26,127.96291666666667
2023-02-27,153.77458333333334
2023-02-28,159.83791666666667
2023-03-01,155.00291666666666
2023-03-02,155.50666666666666
2023-03-03,154.65708333333333
2023-03-04,143.51375
2023-03-05,138.03125
2023-03-06,157.42791666666668
2023-03-07,148.06
2023-03-08,141.28041666666667
2023-03-09,130.9154166666667
2023-03-10,122.20875
2023-03-11,130.12791666666666
2023-03-12,111.35583333333334
2023-03-13,123.98875
